x=466, y=1429..1435
x=493, y=219..232
y=1357, x=480..491
x=423, y=849..869
x=260, y=967..975
x=492, y=1105..1114
y=869, x=187..189
x=410, y=189..196
x=231, y=1739..1754
x=476, y=713..724
y=1054, x=534..542
x=498, y=1491..1493
y=809, x=177..193
x=296, y=1704..1728
x=369, y=264..271
x=508, y=1484..1496
x=339, y=1641..1667
x=195, y=1172..1193
y=167, x=356..359
y=979, x=517..520
y=1737, x=523..551
y=1364, x=224..242
y=1112, x=326..329
x=187, y=612..620
x=495, y=786..811
y=1293, x=394..415
x=405, y=124..134
x=322, y=1326..1335
x=335, y=1392..1394
y=951, x=359..361
y=1270, x=287..311
y=298, x=233..257
x=450, y=1339..1351
y=1762, x=483..501
x=365, y=1092..1097
y=517, x=335..360
y=48, x=417..434
x=356, y=157..167
x=402, y=1471..1475
y=724, x=500..525
y=344, x=399..422
x=159, y=387..415
x=308, y=889..895
x=442, y=1695..1713
y=1346, x=440..444
y=1314, x=385..403
x=422, y=1742..1745
y=1737, x=239..255
y=1595, x=461..489
x=458, y=864..871
y=1773, x=326..329
y=686, x=488..504
x=208, y=655..660
x=512, y=265..274
y=1496, x=493..508
x=234, y=1174..1176
x=528, y=158..171
x=504, y=658..686
x=334, y=1174..1184
y=1264, x=428..432
y=70, x=234..256
x=488, y=1062..1071
y=793, x=356..379
x=453, y=219..228
y=495, x=447..455
x=427, y=1199..1215
x=160, y=1227..1237
x=320, y=1370..1372
y=632, x=480..489
x=380, y=965..985
y=718, x=252..256
x=334, y=207..211
y=172, x=233..255
y=559, x=342..355
x=429, y=1152..1154
x=390, y=1661..1672
x=263, y=1236..1247
y=991, x=174..182
x=208, y=1644..1647
x=492, y=1527..1553
y=687, x=301..314
x=261, y=1489..1503
x=410, y=1374..1380
y=216, x=329..348
x=492, y=879..906
y=349, x=385..390
x=258, y=1059..1077
x=249, y=1586..1589
x=189, y=467..470
x=471, y=220..228
x=221, y=1657..1667
x=447, y=406..419
x=176, y=1641..1668
x=500, y=292..294
y=147, x=357..367
x=247, y=1687..1701
x=440, y=1071..1076
x=282, y=498..526
y=528, x=428..432
x=170, y=691..710
x=426, y=715..725
y=1538, x=304..365
x=205, y=1091..1092
x=429, y=1798..1800
x=269, y=1285..1291
y=1505, x=463..486
x=387, y=1109..1122
x=461, y=859..863
y=1370, x=406..416
y=91, x=428..436
x=428, y=934..940
x=432, y=193..211
x=397, y=1490..1500
x=209, y=851..872
x=213, y=454..477
x=307, y=1722..1724
x=328, y=1328..1332
x=251, y=1487..1495
x=417, y=1243..1257
x=379, y=1116..1118
x=409, y=20..22
y=1288, x=185..212
y=1034, x=217..229
y=565, x=220..232
x=406, y=1369..1370
x=375, y=712..725
x=376, y=1448..1459
x=452, y=1271..1290
x=498, y=217..229
x=551, y=1773..1779
x=472, y=1511..1518
y=1482, x=261..389
x=160, y=419..428
x=390, y=339..349
x=418, y=145..156
y=986, x=422..428
x=287, y=1268..1270
x=369, y=841..850
y=253, x=263..285
y=815, x=281..286
x=513, y=786..811
y=129, x=315..319
x=313, y=1149..1165
x=221, y=188..202
y=1593, x=425..439
x=422, y=12..27
y=1713, x=439..442
x=538, y=52..63
x=295, y=973..991
y=480, x=253..263
y=253, x=524..545
y=744, x=322..340
y=1148, x=456..470
y=1437, x=369..374
x=486, y=1490..1505
x=235, y=1359..1361
y=403, x=228..232
x=157, y=1226..1237
y=336, x=482..484
y=358, x=463..480
x=192, y=1572..1589
x=428, y=971..986
x=476, y=1403..1420
x=277, y=1218..1224
x=347, y=808..813
x=551, y=1726..1737
x=372, y=1281..1291
y=334, x=176..178
x=351, y=225..234
x=330, y=529..544
x=404, y=944..948
x=191, y=651..664
x=248, y=60..62
x=296, y=809..828
y=64, x=176..191
y=485, x=538..540
y=527, x=180..182
x=177, y=941..945
y=1263, x=231..244
x=281, y=972..997
y=376, x=320..340
x=302, y=314..325
x=278, y=1498..1503
x=360, y=112..119
y=1519, x=438..454
y=92, x=167..176
y=63, x=529..538
y=314, x=531..542
x=220, y=130..144
x=555, y=157..163
x=165, y=129..152
x=190, y=1491..1504
x=385, y=1222..1233
x=273, y=81..83
x=540, y=476..485
x=340, y=207..211
x=272, y=497..499
y=95, x=180..196
x=487, y=715..728
x=543, y=529..530
x=521, y=1387..1389
y=1230, x=532..547
y=1672, x=374..390
x=180, y=71..95
x=412, y=1198..1215
x=434, y=473..486
x=189, y=959..977
x=285, y=339..353
x=395, y=1593..1597
y=1791, x=430..438
x=364, y=1429..1440
y=1782, x=180..182
x=379, y=783..793
y=81, x=501..507
x=350, y=1271..1273
x=400, y=1750..1770
y=626, x=365..393
y=576, x=389..411
x=365, y=1538..1544
x=323, y=420..423
x=433, y=630..643
y=648, x=352..371
x=367, y=406..429
x=427, y=124..134
y=1152, x=426..429
y=254, x=471..486
x=300, y=83..99
x=351, y=1296..1304
x=537, y=197..211
x=517, y=979..981
x=337, y=1222..1236
x=269, y=687..704
y=344, x=335..337
y=1220, x=541..543
x=359, y=1125..1137
y=1430, x=248..266
y=1325, x=237..246
x=380, y=882..885
y=254, x=491..509
x=348, y=204..216
x=213, y=815..824
x=164, y=905..933
x=528, y=176..186
x=203, y=851..872
y=1224, x=277..304
y=186, x=510..528
y=163, x=509..511
x=538, y=476..485
x=478, y=793..815
x=434, y=46..48
y=902, x=497..504
x=248, y=824..833
x=475, y=86..97
x=557, y=264..274
x=432, y=1616..1620
x=476, y=1305..1326
x=443, y=628..640
y=1750, x=403..429
x=452, y=241..247
x=299, y=1771..1787
x=159, y=1606..1609
x=186, y=467..470
x=288, y=1770..1787
y=863, x=461..487
y=576, x=424..441
x=517, y=155..166
y=1582, x=284..300
x=486, y=412..437
x=428, y=84..91
x=169, y=1469..1473
x=232, y=403..406
y=1313, x=529..532
y=1276, x=379..402
x=479, y=18..33
x=394, y=820..833
y=1114, x=484..492
x=548, y=1416..1440
x=374, y=1748..1750
x=391, y=1010..1017
x=206, y=1644..1647
x=197, y=420..438
x=230, y=1776..1778
y=134, x=405..427
x=454, y=1497..1519
x=253, y=1239..1244
x=213, y=196..200
y=283, x=160..182
y=1043, x=513..533
x=473, y=51..64
y=530, x=521..543
x=195, y=292..303
x=329, y=1220..1232
x=380, y=759..769
y=1471, x=428..450
y=168, x=181..185
y=1038, x=329..377
x=477, y=1111..1113
x=318, y=1736..1751
x=354, y=507..509
y=624, x=470..476
x=213, y=1597..1605
y=782, x=290..299
y=1587, x=467..475
x=445, y=628..640
x=513, y=76..88
y=1093, x=294..301
x=251, y=181..191
x=288, y=1662..1682
x=472, y=1205..1208
y=1336, x=523..526
x=355, y=549..559
x=454, y=654..659
x=501, y=969..985
x=499, y=156..166
x=243, y=995..1009
y=871, x=443..458
x=388, y=520..537
y=1650, x=197..214
y=575, x=502..530
x=436, y=1071..1076
x=294, y=1180..1208
x=164, y=1401..1409
y=890, x=412..417
x=168, y=227..237
x=491, y=1712..1727
y=211, x=495..537
x=166, y=1574..1588
x=277, y=54..64
x=209, y=260..268
x=222, y=1771..1781
x=543, y=220..231
x=367, y=138..147
y=273, x=336..339
x=157, y=1133..1141
y=1350, x=325..328
y=1709, x=532..545
y=142, x=526..528
x=439, y=1668..1671
x=216, y=1352..1376
x=181, y=155..168
y=376, x=518..536
x=431, y=888..913
x=361, y=945..951
x=498, y=1117..1134
x=174, y=984..991
x=428, y=525..528
x=286, y=810..815
x=507, y=1566..1588
y=42, x=495..523
x=382, y=437..454
y=894, x=397..408
x=177, y=1715..1725
x=213, y=695..718
y=1319, x=303..331
y=1312, x=175..195
x=396, y=1325..1335
x=445, y=192..211
x=297, y=35..49
y=191, x=236..251
x=427, y=471..482
y=1247, x=246..263
y=1122, x=370..387
x=352, y=642..648
y=1191, x=163..170
x=416, y=1368..1370
x=475, y=794..815
y=1084, x=268..284
y=788, x=363..373
x=181, y=420..428
x=453, y=1772..1774
x=533, y=1040..1043
x=385, y=1305..1314
x=212, y=1268..1288
x=302, y=1629..1636
x=289, y=1206..1211
x=402, y=1086..1097
y=1473, x=161..169
x=199, y=1385..1388
x=518, y=873..883
x=379, y=859..871
y=813, x=324..347
y=685, x=332..341
x=537, y=1732..1734
x=306, y=483..485
x=406, y=286..288
y=1624, x=211..213
y=206, x=282..286
x=553, y=936..941
y=1491, x=498..501
x=418, y=715..725
y=1095, x=171..173
x=255, y=1710..1737
y=188, x=241..245
x=241, y=186..188
x=517, y=32..38
x=381, y=1116..1118
y=883, x=511..518
y=1730, x=481..486
x=369, y=1204..1209
x=404, y=1419..1423
x=488, y=11..21
x=204, y=1150..1162
x=173, y=555..563
x=430, y=497..510
y=990, x=360..377
x=346, y=616..642
y=96, x=222..243
x=478, y=1196..1213
x=224, y=1557..1569
x=519, y=1065..1079
y=1691, x=351..371
x=219, y=1075..1085
x=507, y=1235..1240
x=498, y=1595..1620
y=1646, x=474..497
x=312, y=1100..1116
x=402, y=1266..1276
x=269, y=1591..1597
x=167, y=1758..1762
x=194, y=748..751
x=493, y=1156..1175
x=390, y=1569..1582
x=532, y=1109..1123
y=1647, x=206..208
x=493, y=1485..1496
y=1701, x=242..247
x=507, y=801..803
x=395, y=1219..1228
x=305, y=1793..1797
x=363, y=1003..1017
x=348, y=1204..1209
x=257, y=281..298
x=197, y=1352..1376
x=214, y=1731..1742
x=237, y=442..447
x=395, y=296..308
x=180, y=967..973
x=275, y=1011..1027
y=147, x=517..536
x=462, y=1306..1326
x=252, y=753..755
x=435, y=587..599
y=1762, x=167..170
x=206, y=1736..1748
x=390, y=1048..1060
y=985, x=380..396
x=168, y=1713..1722
y=267, x=540..550
y=701, x=344..354
y=1204, x=417..419
y=1397, x=296..350
x=219, y=43..48
y=1787, x=288..299
x=384, y=1625..1653
x=481, y=394..396
x=449, y=1068..1081
x=497, y=1529..1534
x=385, y=1328..1332
x=314, y=1341..1354
x=276, y=81..83
x=302, y=1722..1724
x=340, y=728..744
x=232, y=509..514
x=493, y=431..443
x=185, y=1402..1409
y=1161, x=413..437
x=237, y=228..237
x=337, y=1070..1078
x=397, y=1749..1770
x=540, y=320..346
x=311, y=241..268
x=372, y=1706..1709
x=219, y=760..770
y=1507, x=273..288
x=489, y=306..320
y=1348, x=440..444
y=1332, x=328..385
y=1103, x=495..510
y=62, x=248..250
y=1548, x=212..236
x=500, y=1146..1160
y=380, x=202..221
y=1734, x=537..539
x=528, y=743..756
x=222, y=88..96
x=518, y=204..206
x=426, y=674..688
x=196, y=719..734
x=386, y=249..251
y=246, x=536..538
y=1214, x=337..400
x=320, y=1150..1165
x=413, y=1149..1161
x=491, y=1336..1357
x=374, y=1426..1437
x=393, y=484..507
x=335, y=1099..1116
x=253, y=308..310
x=367, y=459..461
x=301, y=1081..1093
x=375, y=1067..1075
y=342, x=349..353
y=382, x=451..472
x=217, y=1597..1605
x=336, y=249..273
y=1113, x=453..477
x=196, y=1795..1806
x=545, y=1694..1709
y=1751, x=318..338
x=194, y=1283..1285
x=329, y=1630..1636
x=196, y=1002..1028
x=357, y=1265..1278
x=261, y=1150..1155
x=410, y=587..599
x=240, y=1770..1781
x=289, y=339..353
x=391, y=879..892
x=495, y=29..42
x=329, y=1769..1773
y=1503, x=278..281
x=324, y=807..813
x=399, y=394..397
x=371, y=641..648
x=507, y=79..81
x=174, y=1577..1581
x=324, y=1244..1257
y=268, x=209..226
x=539, y=1765..1789
x=238, y=1145..1147
x=177, y=1697..1708
y=871, x=357..379
x=513, y=661..675
x=180, y=504..527
y=1757, x=369..386
x=479, y=713..724
y=33, x=452..479
x=338, y=1735..1751
x=343, y=615..642
y=620, x=162..187
x=392, y=303..320
x=341, y=323..350
x=255, y=967..986
x=399, y=165..174
y=600, x=300..325
y=996, x=332..353
x=347, y=793..796
x=524, y=1387..1389
y=488, x=228..242
y=1094, x=391..393
x=498, y=1566..1588
x=249, y=1487..1495
y=1351, x=434..450
y=291, x=446..462
x=202, y=353..380
y=829, x=382..386
y=1278, x=334..357
x=259, y=1008..1032
x=447, y=1105..1128
y=1709, x=361..372
x=297, y=973..991
x=256, y=54..70
x=389, y=762..773
x=292, y=1060..1074
x=268, y=1579..1583
x=490, y=520..526
x=379, y=1266..1276
x=349, y=111..119
x=548, y=220..231
x=376, y=165..174
y=502, x=413..415
x=281, y=1498..1503
y=99, x=289..300
y=885, x=362..380
x=313, y=1071..1078
x=379, y=800..811
x=381, y=543..549
x=402, y=1221..1233
x=510, y=1088..1103
x=532, y=1311..1313
x=278, y=1579..1583
x=523, y=159..171
y=805, x=386..390
x=195, y=1097..1108
y=892, x=342..391
y=320, x=369..392
x=395, y=1513..1527
y=1504, x=190..209
y=603, x=533..537
x=447, y=1612..1627
x=176, y=309..334
y=346, x=531..540
x=523, y=1727..1737
x=342, y=1605..1612
x=233, y=281..298
y=1213, x=459..478
y=707, x=382..471
y=119, x=349..360
x=453, y=409..422
y=1667, x=219..221
y=751, x=192..194
x=332, y=984..996
x=479, y=1156..1175
x=447, y=757..777
x=498, y=668..671
x=498, y=1686..1698
y=437, x=486..489
y=948, x=401..404
x=188, y=1162..1171
x=376, y=1748..1750
x=212, y=1533..1548
y=821, x=304..307
x=520, y=1457..1473
y=1505, x=389..405
x=290, y=1645..1649
y=663, x=444..463
y=811, x=495..513
y=462, x=419..547
y=993, x=436..461
x=232, y=1076..1085
x=407, y=67..87
x=307, y=199..219
x=520, y=914..924
y=294, x=495..500
x=305, y=1275..1302
x=220, y=394..415
y=1363, x=459..468
y=1459, x=272..376
y=1781, x=222..240
x=423, y=521..534
y=477, x=213..220
x=528, y=86..105
y=1257, x=391..417
x=431, y=1031..1038
x=471, y=716..728
x=416, y=225..249
x=369, y=1745..1757
x=171, y=763..783
y=1420, x=476..494
x=411, y=563..576
x=172, y=814..831
x=467, y=241..247
x=257, y=1239..1244
x=201, y=555..563
x=469, y=1462..1473
x=268, y=1076..1084
x=329, y=204..216
x=497, y=1641..1646
x=424, y=1176..1180
x=390, y=111..124
y=702, x=459..464
y=280, x=410..425
y=1668, x=171..176
x=272, y=1791..1804
x=458, y=266..268
y=1162, x=204..219
y=1789, x=525..539
y=815, x=475..478
y=1190, x=326..343
x=240, y=1750..1765
x=297, y=708..725
x=398, y=607..620
x=209, y=815..824
y=116, x=225..234
x=454, y=1058..1062
x=408, y=879..894
x=411, y=519..537
x=228, y=1600..1610
x=355, y=847..851
y=465, x=397..399
x=209, y=491..499
x=251, y=1007..1032
x=195, y=1164..1169
x=537, y=222..234
x=360, y=490..517
y=443, x=493..510
y=19, x=170..174
x=551, y=1482..1494
y=183, x=520..522
y=719, x=344..349
y=1009, x=216..243
x=410, y=1534..1548
x=175, y=388..415
x=431, y=672..683
x=531, y=312..314
x=303, y=1307..1319
x=351, y=1687..1691
x=389, y=1493..1505
x=466, y=479..503
x=541, y=1200..1220
y=1359, x=505..532
x=288, y=543..569
x=227, y=1776..1778
y=423, x=323..331
x=441, y=479..503
x=363, y=1772..1783
x=501, y=52..64
y=124, x=376..390
x=389, y=564..576
y=323, x=211..224
x=500, y=716..724
x=358, y=290..314
y=1134, x=492..498
x=469, y=23..27
y=291, x=387..399
x=182, y=1780..1782
y=447, x=237..260
y=1418, x=282..364
x=304, y=389..397
y=1372, x=317..320
y=419, x=445..447
x=404, y=614..617
x=478, y=1794..1797
y=1748, x=374..376
x=531, y=321..346
x=205, y=1101..1103
x=474, y=343..355
x=386, y=630..642
x=476, y=602..624
x=525, y=716..724
x=329, y=1028..1038
x=244, y=20..46
x=419, y=449..462
x=422, y=758..777
x=546, y=468..489
x=505, y=94..102
x=175, y=1309..1312
y=1165, x=313..320
y=189, x=300..312
x=432, y=1526..1536
x=443, y=225..249
x=470, y=1685..1698
y=664, x=394..422
y=120, x=507..511
x=522, y=180..183
y=777, x=422..447
y=196, x=410..418
x=240, y=326..338
y=1350, x=407..416
y=485, x=306..309
x=324, y=199..219
x=444, y=650..663
y=166, x=499..517
y=163, x=552..555
x=441, y=566..576
x=172, y=906..933
x=234, y=108..116
x=343, y=1343..1347
x=378, y=1087..1097
x=198, y=833..852
y=1440, x=364..381
x=393, y=1219..1228
y=531, x=397..400
y=950, x=317..320
y=1097, x=362..365
x=481, y=1728..1730
y=268, x=446..458
x=312, y=1521..1524
y=1589, x=192..203
x=241, y=695..718
y=1081, x=366..383
x=236, y=182..191
x=461, y=986..993
y=1592, x=210..261
x=256, y=709..718
x=307, y=749..758
y=1620, x=432..436
x=390, y=1590..1600
x=464, y=1667..1671
y=1742, x=418..422
y=353, x=285..289
x=242, y=1353..1364
x=470, y=603..624
x=505, y=801..803
x=201, y=1173..1193
x=526, y=134..142
x=226, y=628..654
x=408, y=1288..1290
x=471, y=343..355
y=1335, x=322..396
x=226, y=260..268
x=510, y=763..767
x=197, y=524..528
x=213, y=1152..1155
x=173, y=1072..1095
y=1357, x=304..322
y=1553, x=489..492
x=513, y=204..206
x=454, y=99..101
x=206, y=1618..1628
x=345, y=1454..1456
y=232, x=493..511
y=1582, x=386..390
x=362, y=1092..1097
y=790, x=363..373
y=614, x=404..441
x=509, y=153..163
x=439, y=1567..1593
x=456, y=99..101
x=330, y=1392..1394
y=1176, x=230..234
x=444, y=88..104
x=327, y=1220..1232
x=376, y=111..124
y=1727, x=489..491
x=347, y=177..184
y=1473, x=510..520
x=228, y=471..488
x=207, y=1205..1210
y=1022, x=538..553
x=282, y=1712..1730
x=395, y=1418..1423
x=511, y=113..120
x=428, y=1467..1471
x=338, y=1584..1596
x=242, y=588..603
x=283, y=387..407
x=486, y=252..254
x=472, y=23..27
x=206, y=684..704
y=1725, x=157..177
x=410, y=266..280
x=157, y=1716..1725
y=851, x=334..355
x=421, y=1002..1010
y=64, x=267..277
x=215, y=1096..1108
x=397, y=450..465
x=394, y=996..1001
x=200, y=1164..1169
x=481, y=1180..1185
x=228, y=130..144
x=385, y=340..349
y=396, x=312..321
y=320, x=465..489
y=83, x=273..276
x=176, y=1795..1806
y=1370, x=317..320
x=225, y=1617..1628
x=316, y=1341..1354
x=269, y=1149..1155
y=415, x=220..238
x=403, y=1734..1750
y=1420, x=257..259
y=1288, x=403..408
y=249, x=499..502
y=997, x=270..281
x=422, y=340..344
x=318, y=1039..1066
x=181, y=764..783
x=480, y=1337..1357
y=27, x=469..472
y=1027, x=275..300
x=542, y=311..314
x=261, y=77..87
x=528, y=969..985
y=1079, x=510..519
y=1077, x=248..258
y=1770, x=397..400
x=389, y=975..977
y=429, x=367..373
x=182, y=1765..1767
x=351, y=1762..1790
x=203, y=1474..1485
x=375, y=1626..1653
y=601, x=372..382
x=312, y=181..189
